#,,,,,,,,,
# 注意事项,,,,,,,,,
#    1. var_name为stda要素名,,,,,,,,,
#    2. var_units为当前数据的在cmadass中的单位，单位名参考metpy.units（即pint库），未知或者不确定不填写空着即可，可带倍数,,,,,,,,,
#    3. cmadaas_var_name为cmadass上数据接口需要的要素名,,,,,,,,,
#    4. cmadaas_discription为描述信息，目前不进行任何使用，可看作为配置行的说明,,,,,,,,,
#    5. cmadaas_level_type为cmadass上数据接口需要的层次类型,,,,,,,,,
#    6. cmadaas_level高空请填写any代表任意层，地面或者特殊单层请填写具体某一层，未知或者不确定请填写any,,,,,,,,,
#    7. cmadaas_data_code为cmadass上数据接口需要的data_code，因为存在多个来源，此处填写多个以/分割,,,,,,,,,
#    8. 此表还与cmadass_datacode_cfg.csv相关联，关联列为data_name,cmadaas_data_code,,,,,,,,
#    9. 以data_name,var_name,level_type列作为查询列，保证能确定唯一一行,,,,,,,
# ,,,,,,,,,
data_name,var_name,level_type,var_units,cmadaas_var_name,cmadaas_discription,cmadaas_level_type,cmadaas_level,cmadaas_data_code,cmadaas_prod_type
ecmwf_ens,u100m,surface,m/s,WIU100,100米东西风,1,0,NAFP_C3E_FOR_FTM_LOW_ASI,ens_0-50
ecmwf_ens,v100m,surface,m/s,WIV100,100米南北风,1,0,NAFP_C3E_FOR_FTM_LOW_ASI,ens_0-50
ecmwf_ens,cin,surface,J*kg**-1,CIN,对流抑制能,1,0,NAFP_C3E_FOR_FTM_LOW_ASI,ens_0-50
ecmwf_ens,cape,surface,J*kg**-1,CAPE,对流有效位能,1,0,NAFP_C3E_FOR_FTM_LOW_ASI,ens_0-50
ecmwf_ens,capes,surface,s^-1,CAPES,对流有效位能切变,1,0,NAFP_C3E_FOR_FTM_LOW_ASI,ens_0-50
ecmwf_ens,vis,surface,m,VIS,能见度,1,0,NAFP_C3E_FOR_FTM_LOW_ASI,ens_0-50
#NCEP预报,,,,,,,,,
ncep_gfs,hgt,high,gpm,GPH,位势高度,100,any,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,u,high,m/s,WIU,东西风风速,100,any,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,v,high,m/s,WIV,南北风风速,100,any,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,vvel,high,Pa/s,VVP,垂直速度,100,any,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,tmp,high,kelvin,TEM,气温,100,any,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,rh,high,percent,RHU,相对湿度,100,any,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,spfh,high,kg/kg,SHU,比湿,100,any,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,u10m,surface,m/s,WIU,东西风风速,103,10,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,v10m,surface,m/s,WIV,南北风风速,103,10,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,u100m,surface,m/s,WIU,东西风风速,103,100,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,v100m,surface,m/s,WIV,南北风风速,103,100,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,tmn3_2m,surface,kelvin,MN2T3,过去3小时最低温度,103,2,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,t2m,surface,kelvin,TEM,气温,103,2,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,psfc,surface,Pa,PRS,气压,103,80,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,rain,surface,mm,TPE,总降水量,1,0,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,td2m,surface,kelvin,DPT,露点温度,103,2,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,prmsl,surface,Pa,SSP,海平面气压,101,0,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,tcwv,surface,mm,PRE,总柱状比湿（整层水汽含量）,200,0,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,gust10m,surface,m/s,WSGU,风速（阵风）,1,0,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,vis,surface,m,VIS,能见度,1,0,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,albedo,surface,100*percent,ALBO,反照率,1,0,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,lcdc,surface,100*percent,LCC,低云量,214,0,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,rainc,surface,m,CPE,对流性降水,1,0,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,cape,surface,J*kg**-1,CAPE,对流有效位能,1,0,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,tcdc,surface,100*percent,TCC,总云量,10,0,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,tmn_2m,surface,K,MNT,最低气温,103,0,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,tmx_2m,surface,K,MXT,最高气温,103,0,NAFP_KWBC_GFS_FOR_0P25_GLB,model
ncep_gfs,snow_depth,surface,m,SDE,雪深,1,0,NAFP_KWBC_GFS_FOR_0P25_GLB,model
#cra40再分析,,,,,,,,,
cma_ra,hgt,high,gpm,GPH,位势高度,999,any,NAFP_CRA_FTM_6HOR,model
cma_ra,u,high,m/s,WIU,纬向风,999,any,NAFP_CRA_FTM_6HOR,model
cma_ra,v,high,m/s,WIV,经向风,999,any,NAFP_CRA_FTM_6HOR,model
cma_ra,tmp,high,K,TEM,温度,999,any,NAFP_CRA_FTM_6HOR,model
cma_ra,vvel,high,Pa/s,VVP,气压垂直速度,999,any,NAFP_CRA_FTM_6HOR,model
cma_ra,prmsl,surface,Pa,PRMSL,海平面气压,999,0,NAFP_CRA_FTM_6HOR,model
cma_ra,tcwv,surface,mm,PWAT,整层水汽含量,999,0,NAFP_CRA_FTM_6HOR,model
cma_ra,psfc,surface,Pa,PRES_1,地面气压,999,0,NAFP_CRA_FTM_6HOR,model
cma_ra,t2m,surface,K,TMP_103,地面温度,999,0,NAFP_CRA_FTM_6HOR,model
cma_ra,u10m,surface,m/s,UGRD_103,地面U风,999,0,NAFP_CRA_FTM_6HOR,model
cma_ra,v10m,surface,m/s,VGRD_103,地面V风,999,0,NAFP_CRA_FTM_6HOR,model
cma_ra,spfh2m,surface,kg/kg,SPFH_103,地面比湿,999,0,NAFP_CRA_FTM_6HOR,model
cma_ra,qice,high,kg/kg,CIC,云冰,999,any,NAFP_CRA_FTM_6HOR,model
cma_ra,qcld,high,kg/kg,CMRA,云水混合比,999,any,NAFP_CRA_FTM_6HOR,model
cma_ra,absv,high,1/s,AVO,绝对涡度,999,any,NAFP_CRA_FTM_6HOR,model
cma_ra,spfh,high,kg/kg,SHU,比湿,999,any,NAFP_CRA_FTM_6HOR,model
cma_ra,rh,high,%,RHU,相对湿度,999,any,NAFP_CRA_FTM_6HOR,model
cma_ra,cape,surface,J/kg,CAPE_1,对流有效位能,999,0,NAFP_CRA_FTM_6HOR,model
cma_ra,cin,surface,J/kg,CIN_1,对流抑制能量,999,0,NAFP_CRA_FTM_6HOR,model
cma_ra,li,surface,K,LFTX,地面抬升指数,999,0,NAFP_CRA_FTM_6HOR,model
cra_land,t2m,surface,K,TEM,2米温度,999,2,NAFP_CRALAND_FTM_3HOR,model
cra_land,spfh2m,surface,kg/kg,SHU,2米比湿,999,2,NAFP_CRALAND_FTM_3HOR,model
cra_land,rain03,surface,mm,TPE,3小时降水,999,0,NAFP_CRALAND_FTM_3HOR,model
cra_land,wsp10m,surface,m/s,WIN,10米风速,999,10,NAFP_CRALAND_FTM_3HOR,model
cra_land,psfc,surface,Pa,PRS,表面气压,999,0,NAFP_CRALAND_FTM_3HOR,model
cra_land,snow_depth,surface,m,SDE,雪深,999,0,NAFP_CRALAND_FTM_3HOR,model
#cmpas,,,,,,,,,
cmpas_1km,rain01,surface,mm,PRE,小时降水,999,0,SURF_CMPAS_MUL_1KM_RT,analysis
cmpas_5km,rain01,surface,mm,PRE,小时降水,999,0,SURF_CMPA_FAST_5KM_3S,analysis
cmpas21_5km,rain01,surface,mm,PRE,小时降水,999,0,SURF_CMPA_NRT_NC,analysis
